"","Pitch_Sequence_01","Pitch_Sequence_02","PA","BBE","Fly_Ball","Ground_Ball","Line_Drive","Pop_Up","Strikeout","Walk","HR","Avg_wOBA","Sum_wOBA"
"1127","SL-L-I","CH-M-M",184,143,37,58,37,11,27,13,9,0.445652173913043,82
"1128","SL-L-I","CH-M-O",703,491,131,213,114,33,126,82,25,0.370697012802276,260.6
"1129","SL-L-I","FB-H-I",1390,908,237,358,202,111,303,155,60,0.350827338129496,487.65
"1130","SL-L-I","FB-H-M",1018,684,207,252,165,60,237,93,37,0.344400785854617,350.6
"1131","SL-L-I","FB-H-O",2082,1271,370,505,302,94,475,329,52,0.353626320845341,736.25
"1132","SL-L-I","FB-L-I",2030,1277,289,610,316,62,401,328,64,0.381945812807882,775.35
"1133","SL-L-I","FB-L-M",1431,1044,238,482,271,53,236,150,41,0.379489867225716,543.05
"1134","SL-L-I","FB-L-O",2482,1611,365,814,375,57,509,351,73,0.371615632554392,922.35
"1135","SL-L-I","FB-M-I",1385,945,232,400,222,91,287,138,37,0.314584837545126,435.7
"1136","SL-L-I","FB-M-M",904,690,199,276,186,29,156,53,43,0.39391592920354,356.1
"1137","SL-L-I","FB-M-O",1948,1348,342,588,355,63,403,191,55,0.352541067761807,686.75
"1138","SL-L-I","SL-H-I",672,442,118,191,85,48,169,52,17,0.299925595238095,201.55
"1139","SL-L-I","SL-H-M",491,334,82,138,88,26,115,39,11,0.308044806517312,151.25
"1140","SL-L-I","SL-H-O",638,410,94,185,99,32,140,85,14,0.314341692789969,200.55
"1141","SL-L-I","SL-L-I",3433,1953,476,927,429,121,978,442,105,0.335872414797553,1153.05
"1142","SL-L-I","SL-L-M",1152,741,170,356,182,33,299,107,44,0.345529513888889,398.05
"1143","SL-L-I","SL-L-O",914,570,118,286,135,31,227,112,20,0.318654266958425,291.25
"1144","SL-L-I","SL-M-I",1229,831,188,387,174,82,281,107,46,0.320341741253051,393.7
"1145","SL-L-I","SL-M-M",632,456,119,184,122,31,136,33,20,0.335126582278481,211.8
"1146","SL-L-I","SL-M-O",605,382,89,175,96,22,163,58,17,0.327190082644628,197.95
"1147","SL-L-I",NA,1816,1521,326,721,373,101,0,0,111,0.501128854625551,910.05
"1148","SL-L-M","CB-H-I",13,12,3,8,0,1,1,0,0,0.234615384615385,3.05
"1149","SL-L-M","CB-H-M",15,11,4,7,0,0,3,1,0,0.19,2.85
"1150","SL-L-M","CB-H-O",100,69,17,28,20,4,24,6,0,0.2805,28.05
"1151","SL-L-M","CB-L-I",182,105,23,47,30,5,52,22,6,0.33543956043956,61.05
"1152","SL-L-M","CB-L-M",158,90,10,49,27,4,54,12,2,0.215822784810127,34.1
"1153","SL-L-M","CB-L-O",173,112,19,62,24,7,49,12,5,0.273410404624277,47.3
"1154","SL-L-M","CB-M-I",30,23,5,14,4,0,6,0,1,0.383333333333333,11.5
"1155","SL-L-M","CB-M-M",45,27,6,11,8,2,16,1,0,0.285555555555556,12.85
"1156","SL-L-M","CB-M-O",99,69,18,27,19,5,27,2,0,0.304040404040404,30.1
"1157","SL-L-M","CH-H-I",15,8,3,3,1,1,5,2,0,0.153333333333333,2.3
"1158","SL-L-M","CH-H-M",43,34,9,14,8,3,5,4,3,0.530232558139535,22.8
"1159","SL-L-M","CH-H-O",240,154,43,73,31,7,50,32,4,0.341666666666667,82
"1160","SL-L-M","CH-L-I",230,151,38,69,36,8,51,27,11,0.329347826086957,75.75
"1161","SL-L-M","CH-L-M",384,255,57,134,52,12,83,38,10,0.31171875,119.7
"1162","SL-L-M","CH-L-O",888,571,122,296,122,31,210,99,23,0.312443693693694,277.45
"1163","SL-L-M","CH-M-I",35,19,4,12,2,1,8,8,1,0.355714285714286,12.45
"1164","SL-L-M","CH-M-M",64,51,15,24,9,3,8,5,6,0.48359375,30.95
"1165","SL-L-M","CH-M-O",305,213,52,101,45,15,59,32,9,0.341311475409836,104.1
"1166","SL-L-M","FB-H-I",675,440,132,172,96,40,172,53,16,0.273037037037037,184.3
"1167","SL-L-M","FB-H-M",524,346,81,139,90,36,145,31,15,0.307347328244275,161.05
"1168","SL-L-M","FB-H-O",1021,659,194,274,142,49,245,109,27,0.306953966699314,313.4
"1169","SL-L-M","FB-L-I",829,519,121,251,115,32,192,111,26,0.362183353437877,300.25
"1170","SL-L-M","FB-L-M",627,447,99,201,126,21,128,51,16,0.344098883572568,215.75
"1171","SL-L-M","FB-L-O",1175,789,149,414,197,29,253,130,18,0.332212765957447,390.35
"1172","SL-L-M","FB-M-I",611,414,110,159,110,35,154,40,19,0.316284779050736,193.25
"1173","SL-L-M","FB-M-M",375,297,63,134,78,22,67,10,21,0.359733333333333,134.9
"1174","SL-L-M","FB-M-O",913,615,155,279,150,31,226,69,24,0.313088718510405,285.85
"1175","SL-L-M","SL-H-I",244,163,29,73,47,14,59,17,5,0.310860655737705,75.85
"1176","SL-L-M","SL-H-M",196,123,19,55,34,15,61,12,4,0.258673469387755,50.7
"1177","SL-L-M","SL-H-O",377,241,63,108,55,15,98,38,14,0.335145888594164,126.35
"1178","SL-L-M","SL-L-I",1197,715,166,351,157,41,338,125,47,0.324728487886383,388.7
"1179","SL-L-M","SL-L-M",711,450,112,215,103,20,208,51,16,0.309774964838256,220.25
"1180","SL-L-M","SL-L-O",779,501,86,273,117,25,205,71,13,0.30186136071887,235.15
"1181","SL-L-M","SL-M-I",325,221,51,98,52,20,86,16,8,0.288,93.6
"1182","SL-L-M","SL-M-M",251,193,49,90,41,13,55,3,6,0.306972111553785,77.05
"1183","SL-L-M","SL-M-O",446,298,68,150,58,22,112,33,11,0.311322869955157,138.85
"1184","SL-L-M",NA,2007,2006,445,982,486,93,0,0,119,0.450074738415546,903.3
"1185","SL-L-O","CB-H-I",13,8,2,2,3,1,3,2,0,0.176923076923077,2.3
"1186","SL-L-O","CB-H-M",23,20,6,8,4,2,2,1,1,0.397826086956522,9.15
"1187","SL-L-O","CB-H-O",111,66,16,39,9,2,35,10,0,0.206756756756757,22.95
"1188","SL-L-O","CB-L-I",192,119,25,66,19,9,51,20,7,0.298697916666667,57.35
"1189","SL-L-O","CB-L-M",158,92,16,51,24,1,47,17,2,0.283227848101266,44.75
"1190","SL-L-O","CB-L-O",193,134,29,65,36,4,48,9,3,0.293264248704663,56.6
"1191","SL-L-O","CB-M-I",16,12,3,5,1,3,4,0,0,0.190625,3.05
"1192","SL-L-O","CB-M-M",47,37,8,20,6,3,9,1,3,0.226595744680851,10.65
"1193","SL-L-O","CB-M-O",122,90,14,50,23,3,24,8,0,0.291803278688525,35.6
"1194","SL-L-O","CH-H-I",12,8,0,2,3,3,2,2,0,0.341666666666667,4.1
"1195","SL-L-O","CH-H-M",25,17,7,6,2,2,7,1,1,0.258,6.45
"1196","SL-L-O","CH-H-O",267,179,51,81,26,21,53,34,11,0.330711610486891,88.3
"1197","SL-L-O","CH-L-I",221,138,23,70,38,7,47,34,8,0.406561085972851,89.85
"1198","SL-L-O","CH-L-M",431,318,77,144,81,16,74,38,16,0.348955916473318,150.4
"1199","SL-L-O","CH-L-O",1098,752,177,379,165,31,226,115,17,0.290391621129326,318.85
"1200","SL-L-O","CH-M-I",30,25,7,10,6,2,4,1,3,0.403333333333333,12.1
"1201","SL-L-O","CH-M-M",79,55,13,21,13,8,17,4,1,0.264556962025316,20.9
"1202","SL-L-O","CH-M-O",401,288,60,144,67,17,79,31,10,0.344887780548628,138.3
"1203","SL-L-O","FB-H-I",635,407,102,171,88,46,154,65,21,0.344488188976378,218.75
"1204","SL-L-O","FB-H-M",537,337,108,124,83,22,145,51,17,0.301396648044693,161.85
"1205","SL-L-O","FB-H-O",1244,785,204,320,203,58,276,178,47,0.368770096463023,458.75
"1206","SL-L-O","FB-L-I",830,526,109,253,136,28,173,116,20,0.359457831325301,298.35
"1207","SL-L-O","FB-L-M",592,423,102,193,117,11,112,56,15,0.387584459459459,229.45
"1208","SL-L-O","FB-L-O",1600,1059,248,537,227,47,329,205,53,0.33796875,540.75
"1209","SL-L-O","FB-M-I",594,425,101,180,108,36,125,37,16,0.317508417508418,188.6
"1210","SL-L-O","FB-M-M",429,317,83,133,79,22,93,19,23,0.375524475524476,161.1
"1211","SL-L-O","FB-M-O",1095,748,181,345,187,35,226,117,26,0.334383561643836,366.15
"1212","SL-L-O","SL-H-I",237,156,29,75,38,14,56,18,5,0.291350210970464,69.05
"1213","SL-L-O","SL-H-M",179,121,42,43,27,9,45,11,7,0.327653631284916,58.65
"1214","SL-L-O","SL-H-O",516,323,74,139,85,25,118,75,14,0.346996124031008,179.05
"1215","SL-L-O","SL-L-I",972,565,128,278,130,29,282,110,24,0.338220164609054,328.75
"1216","SL-L-O","SL-L-M",702,472,111,233,105,23,165,64,21,0.305911680911681,214.75
"1217","SL-L-O","SL-L-O",1216,773,180,365,189,39,305,134,23,0.31953125,388.55
"1218","SL-L-O","SL-M-I",303,218,69,88,39,22,56,27,13,0.312211221122112,94.6
"1219","SL-L-O","SL-M-M",288,210,60,88,46,16,62,15,12,0.307986111111111,88.7
"1220","SL-L-O","SL-M-O",731,490,110,222,134,24,169,69,19,0.340424076607387,248.85
"1221","SL-L-O",NA,970,970,178,538,226,28,0,0,26,0.357731958762887,347
"1222","SL-M-I","CB-H-I",19,8,3,4,0,1,9,1,0,0.139473684210526,2.65
"1223","SL-M-I","CB-H-M",33,23,6,12,2,3,8,0,0,0.265151515151515,8.75
"1224","SL-M-I","CB-H-O",127,87,25,35,22,5,32,7,5,0.281102362204724,35.7
"1225","SL-M-I","CB-L-I",265,159,40,69,39,11,82,20,9,0.323584905660377,85.75
"1226","SL-M-I","CB-L-M",175,112,17,57,33,5,52,8,5,0.324857142857143,56.85
"1227","SL-M-I","CB-L-O",179,110,24,56,22,8,59,10,3,0.273463687150838,48.95
"1228","SL-M-I","CB-M-I",38,24,5,11,6,2,11,2,1,0.226315789473684,8.6
"1229","SL-M-I","CB-M-M",58,40,7,22,10,1,16,2,0,0.345689655172414,20.05
"1230","SL-M-I","CB-M-O",146,98,18,54,21,5,38,10,0,0.242123287671233,35.35
"1231","SL-M-I","CH-H-I",15,9,2,1,5,1,3,2,0,0.57,8.55
"1232","SL-M-I","CH-H-M",33,26,7,11,7,1,6,1,2,0.36969696969697,12.2
"1233","SL-M-I","CH-H-O",251,179,46,78,43,12,50,22,6,0.314541832669323,78.95
"1234","SL-M-I","CH-L-I",227,149,33,73,36,7,47,28,8,0.325770925110132,73.95
"1235","SL-M-I","CH-L-M",345,244,63,114,55,12,71,29,13,0.347391304347826,119.85
"1236","SL-M-I","CH-L-O",688,462,105,234,102,21,155,63,17,0.320130813953488,220.25
"1237","SL-M-I","CH-M-I",32,23,4,14,4,1,7,1,0,0.3078125,9.85
"1238","SL-M-I","CH-M-M",86,66,16,29,15,6,18,2,5,0.372674418604651,32.05
"1239","SL-M-I","CH-M-O",294,224,48,114,41,21,44,22,6,0.355952380952381,104.65
"1240","SL-M-I","FB-H-I",672,426,119,154,105,48,177,57,17,0.308556547619048,207.35
"1241","SL-M-I","FB-H-M",403,264,77,114,53,20,112,25,9,0.277915632754342,112
"1242","SL-M-I","FB-H-O",727,455,130,192,91,42,199,69,9,0.271733149931224,197.55
"1243","SL-M-I","FB-L-I",581,398,97,179,92,30,116,62,19,0.352409638554217,204.75
"1244","SL-M-I","FB-L-M",336,228,48,106,62,12,71,31,4,0.318452380952381,107
"1245","SL-M-I","FB-L-O",667,421,100,204,93,24,176,63,14,0.297826086956522,198.65
"1246","SL-M-I","FB-M-I",524,367,80,170,85,32,122,31,5,0.28912213740458,151.5
"1247","SL-M-I","FB-M-M",255,190,50,93,33,14,53,11,6,0.302941176470588,77.25
"1248","SL-M-I","FB-M-O",628,433,111,196,97,29,150,43,16,0.311305732484076,195.5
"1249","SL-M-I","SL-H-I",549,373,82,176,73,42,134,33,12,0.281420765027322,154.5
"1250","SL-M-I","SL-H-M",288,196,47,89,50,10,68,21,10,0.310416666666667,89.4
"1251","SL-M-I","SL-H-O",263,181,44,92,34,11,56,23,9,0.376235741444867,98.95
"1252","SL-M-I","SL-L-I",1263,792,178,370,190,54,344,110,23,0.292161520190024,369
"1253","SL-M-I","SL-L-M",279,177,35,99,37,6,79,19,3,0.306272401433692,85.45
"1254","SL-M-I","SL-L-O",218,143,25,70,38,10,57,17,6,0.301376146788991,65.7
"1255","SL-M-I","SL-M-I",742,512,121,206,127,58,173,50,18,0.291644204851752,216.4
"1256","SL-M-I","SL-M-M",186,142,33,63,42,4,36,5,5,0.346236559139785,64.4
"1257","SL-M-I","SL-M-O",211,140,37,60,36,7,56,14,5,0.298104265402844,62.9
"1258","SL-M-I",NA,2542,2509,564,1115,542,288,0,0,141,0.395672698662471,1005.8
"1259","SL-M-M","CB-H-I",12,7,0,7,0,0,4,0,0,0.0583333333333333,0.7
"1260","SL-M-M","CB-H-M",26,18,1,10,6,1,8,0,0,0.325,8.45
"1261","SL-M-M","CB-H-O",105,65,17,30,12,6,32,7,1,0.238571428571429,25.05
"1262","SL-M-M","CB-L-I",148,87,20,41,23,3,43,15,5,0.332432432432432,49.2
"1263","SL-M-M","CB-L-M",110,69,15,33,16,5,38,3,5,0.305454545454545,33.6
"1264","SL-M-M","CB-L-O",158,102,17,58,23,4,50,6,3,0.200949367088608,31.75
"1265","SL-M-M","CB-M-I",18,11,2,7,1,1,7,0,0,0.0694444444444444,1.25
"1266","SL-M-M","CB-M-M",40,26,5,10,10,1,12,1,0,0.30375,12.15
"1267","SL-M-M","CB-M-O",86,61,13,22,23,3,20,5,5,0.419767441860465,36.1
"1268","SL-M-M","CH-H-I",7,4,0,3,1,0,3,0,0,0.357142857142857,2.5
"1269","SL-M-M","CH-H-M",21,13,3,4,3,3,6,2,0,0.169047619047619,3.55
"1270","SL-M-M","CH-H-O",139,100,29,43,22,6,32,5,3,0.311870503597122,43.35
"1271","SL-M-M","CH-L-I",117,82,15,36,22,9,22,12,4,0.402564102564103,47.1
"1272","SL-M-M","CH-L-M",190,134,30,57,41,6,45,11,6,0.341052631578947,64.8
"1273","SL-M-M","CH-L-O",535,352,76,176,79,21,150,29,10,0.264766355140187,141.65
"1274","SL-M-M","CH-M-I",15,14,4,7,3,0,1,0,0,0.263333333333333,3.95
"1275","SL-M-M","CH-M-M",33,22,2,15,5,0,11,0,1,0.293939393939394,9.7
"1276","SL-M-M","CH-M-O",207,143,25,89,23,6,54,10,1,0.253381642512077,52.45
"1277","SL-M-M","FB-H-I",496,321,87,139,64,31,133,35,10,0.254536290322581,126.25
"1278","SL-M-M","FB-H-M",308,206,64,64,60,18,94,7,12,0.288311688311688,88.8
"1279","SL-M-M","FB-H-O",533,336,112,134,70,20,164,30,16,0.29718574108818,158.4
"1280","SL-M-M","FB-L-I",345,221,47,99,56,19,88,30,3,0.325942028985507,112.45
"1281","SL-M-M","FB-L-M",204,143,43,60,36,4,54,6,5,0.29828431372549,60.85
"1282","SL-M-M","FB-L-O",508,338,70,164,83,21,137,27,15,0.306988188976378,155.95
"1283","SL-M-M","FB-M-I",352,244,58,105,57,24,92,12,10,0.288636363636364,101.6
"1284","SL-M-M","FB-M-M",154,111,32,39,31,9,39,3,7,0.322402597402597,49.65
"1285","SL-M-M","FB-M-O",396,258,71,108,69,10,117,19,10,0.291666666666667,115.5
"1286","SL-M-M","SL-H-I",205,138,37,52,32,17,59,5,5,0.243414634146341,49.9
"1287","SL-M-M","SL-H-M",118,87,25,36,16,10,24,6,3,0.316101694915254,37.3
"1288","SL-M-M","SL-H-O",189,122,21,61,31,9,55,12,4,0.23968253968254,45.3
"1289","SL-M-M","SL-L-I",605,352,76,181,75,20,208,40,18,0.278099173553719,168.25
"1290","SL-M-M","SL-L-M",251,155,31,76,36,12,78,16,5,0.293625498007968,73.7
"1291","SL-M-M","SL-L-O",260,154,35,77,34,8,88,17,8,0.292307692307692,76
"1292","SL-M-M","SL-M-I",280,172,33,76,40,23,89,17,3,0.2575,72.1
"1293","SL-M-M","SL-M-M",130,93,21,40,25,7,34,3,4,0.297307692307692,38.65
"1294","SL-M-M","SL-M-O",191,108,21,49,33,5,73,8,1,0.212565445026178,40.6
"1295","SL-M-M",NA,2347,2347,651,991,535,170,0,0,135,0.421729867916489,989.8
"1296","SL-M-O","CB-H-I",6,3,0,3,0,0,3,0,0,0.3,1.8
"1297","SL-M-O","CB-H-M",18,7,2,2,3,0,10,1,0,0.138888888888889,2.5
"1298","SL-M-O","CB-H-O",149,100,22,52,20,6,35,14,2,0.299664429530201,44.65
"1299","SL-M-O","CB-L-I",217,147,34,67,37,9,57,13,7,0.300230414746544,65.15
"1300","SL-M-O","CB-L-M",136,84,21,44,14,5,45,5,3,0.273897058823529,37.25
"1301","SL-M-O","CB-L-O",246,168,33,87,38,10,63,13,3,0.250406504065041,61.6
"1302","SL-M-O","CB-M-I",25,19,6,9,4,0,5,1,2,0.396,9.9
"1303","SL-M-O","CB-M-M",53,39,12,16,9,2,12,2,3,0.333018867924528,17.65
"1304","SL-M-O","CB-M-O",150,113,19,58,32,4,30,7,2,0.246,36.9
"1305","SL-M-O","CH-H-I",9,2,0,0,1,1,4,2,0,0.233333333333333,2.1
"1306","SL-M-O","CH-H-M",37,26,9,6,7,4,9,1,2,0.344594594594595,12.75
"1307","SL-M-O","CH-H-O",328,217,59,90,46,22,68,41,7,0.341310975609756,111.95
"1308","SL-M-O","CH-L-I",205,138,30,58,42,8,45,20,3,0.331951219512195,68.05
"1309","SL-M-O","CH-L-M",375,256,73,121,54,8,93,23,11,0.292933333333333,109.85
"1310","SL-M-O","CH-L-O",1007,670,156,336,148,30,257,75,16,0.273535253227408,275.45
"1311","SL-M-O","CH-M-I",24,12,4,6,2,0,9,3,2,0.404166666666667,9.7
"1312","SL-M-O","CH-M-M",62,49,14,22,8,5,10,2,2,0.309677419354839,19.2
"1313","SL-M-O","CH-M-O",373,271,69,118,66,18,84,16,9,0.319839142091153,119.3
"1314","SL-M-O","FB-H-I",723,458,118,163,116,61,185,69,22,0.330567081604426,239
"1315","SL-M-O","FB-H-M",515,328,90,122,82,34,152,34,15,0.293203883495146,151
"1316","SL-M-O","FB-H-O",1193,755,214,312,170,59,307,123,30,0.310477787091366,370.4
"1317","SL-M-O","FB-L-I",617,429,92,207,106,24,128,56,23,0.338735818476499,209
"1318","SL-M-O","FB-L-M",442,312,83,146,71,12,98,30,19,0.353280542986425,156.15
"1319","SL-M-O","FB-L-O",1133,753,180,357,185,31,270,105,25,0.340600176522507,385.9
"1320","SL-M-O","FB-M-I",549,408,120,155,95,38,113,25,22,0.331238615664845,181.85
"1321","SL-M-O","FB-M-M",356,263,87,99,66,11,78,14,13,0.335393258426966,119.4
"1322","SL-M-O","FB-M-O",896,616,162,261,162,31,197,76,30,0.336049107142857,301.1
"1323","SL-M-O","SL-H-I",275,194,43,82,43,26,60,17,9,0.269636363636364,74.15
"1324","SL-M-O","SL-H-M",234,172,42,73,43,14,47,14,4,0.295299145299145,69.1
"1325","SL-M-O","SL-H-O",551,323,87,138,79,19,151,74,9,0.321960072595281,177.4
"1326","SL-M-O","SL-L-I",873,532,126,246,122,38,271,58,17,0.294100801832761,256.75
"1327","SL-M-O","SL-L-M",593,378,81,184,90,23,165,46,12,0.322849915682968,191.45
"1328","SL-M-O","SL-L-O",821,538,118,267,123,30,210,71,13,0.275456760048721,226.15
"1329","SL-M-O","SL-M-I",365,253,56,118,54,25,90,20,14,0.304794520547945,111.25
"1330","SL-M-O","SL-M-M",244,187,60,68,43,16,53,4,14,0.352868852459016,86.1
"1331","SL-M-O","SL-M-O",619,424,108,213,77,26,146,46,18,0.320840064620355,198.6
"1332","SL-M-O",NA,1059,1059,294,485,238,42,0,0,44,0.387393767705382,410.25
